measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Global,Both,All Ages,Whooping cough,Number,2001,17475553.5388,21684273.1905,13713824.6504
Incidence,Global,Both,All Ages,Tetanus,Number,2001,372959.315398,457810.450696,219722.509513
Incidence,Global,Both,All Ages,Measles,Number,2001,34557969.4637,73712833.4854,12632899.4017
Incidence,Global,Both,All Ages,Varicella and herpes zoster,Number,2001,132437060.328,136896501.992,129025408.282
Incidence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2001,378359711.469,431777912.357,331732765.457
Incidence,Global,Both,All Ages,Malaria,Number,2001,231300253.363,273066495.801,193679908.964
Incidence,Global,Both,All Ages,Chagas disease,Number,2001,198241.515759,234711.177829,167593.142685
Incidence,Global,Both,All Ages,Leishmaniasis,Number,2001,795884.242335,961710.27332,657635.97969
Incidence,Global,Both,All Ages,Visceral leishmaniasis,Number,2001,169766.877157,179893.912683,157344.778264
Incidence,Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2001,626117.365178,791617.908217,483191.282121
Incidence,Global,Both,All Ages,Drug-susceptible tuberculosis,Number,2001,8704602.6096,9854600.87,7811909.4186
Incidence,Global,Both,All Ages,Zika virus,Number,2001,0.0,0.0,0.0
Incidence,Global,Both,All Ages,Guinea worm disease,Number,2001,47432.5977523,48577.9314,46402.2408043
Incidence,Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,2001,315527.341683,353388.322064,283325.330387
Incidence,Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,2001,4266.62448104,4889.45535767,3753.16129838
Incidence,Global,Both,All Ages,Drug-susceptible HIV/AIDS - Tuberculosis,Number,2001,1403790.07741,2008076.40845,998358.861489
Incidence,Global,Both,All Ages,Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance,Number,2001,36751.8970456,54021.8585301,23788.9962459
Incidence,Global,Both,All Ages,Extensively drug-resistant HIV/AIDS - Tuberculosis,Number,2001,244.184380923,386.865031722,153.179701987
Incidence,Global,Both,All Ages,Ebola,Number,2001,664.172848473,824.636142464,506.857000858
Incidence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2001,11926715.3522,13452296.7661,10675498.9743
Incidence,Global,Both,All Ages,Tuberculosis,Number,2001,9024396.57576,10199447.5598,8112445.43355
Incidence,Global,Both,All Ages,HIV/AIDS,Number,2001,2902318.77646,3613193.46471,2325126.59862
Incidence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2001,2902318.77646,3613193.46471,2325126.59862
Incidence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2001,20465295140.5,22564062371.9,19012179892.7
Incidence,Global,Both,All Ages,Diarrheal diseases,Number,2001,3984247439.73,4215181793.32,3790901872.95
Incidence,Global,Both,All Ages,Intestinal infectious diseases,Number,2001,20416189.9921,23520844.7025,17955963.2881
Incidence,Global,Both,All Ages,Typhoid fever,Number,2001,15852216.7232,18496064.03,13879913.4256
Incidence,Global,Both,All Ages,Paratyphoid fever,Number,2001,4563973.26884,5185036.29299,3973296.17071
Incidence,Global,Both,All Ages,Lower respiratory infections,Number,2001,265547076.495,286770888.029,241488678.407
Incidence,Global,Both,All Ages,Upper respiratory infections,Number,2001,15592979924.6,17746282324.2,14093274077.1
Incidence,Global,Both,All Ages,Otitis media,Number,2001,409133418.082,535528024.619,333373494.088
Incidence,Global,Both,All Ages,Meningitis,Number,2001,2477962.53259,2871284.40671,2204713.16337
Incidence,Global,Both,All Ages,Pneumococcal meningitis,Number,2001,690760.399973,842954.954601,575838.810751
Incidence,Global,Both,All Ages,H influenzae type B meningitis,Number,2001,730941.960959,902561.5952,603932.740143
Incidence,Global,Both,All Ages,Meningococcal meningitis,Number,2001,445410.036509,541943.65004,358131.504072
Incidence,Global,Both,All Ages,Other meningitis,Number,2001,610850.135148,714236.655183,523981.667613
Incidence,Global,Both,All Ages,African trypanosomiasis,Number,2000,52194.0118133,69977.0174775,40003.5569964
Incidence,Global,Both,All Ages,Schistosomiasis,Number,2000,73355297.4603,76018283.4436,70810118.5896
Incidence,Global,Both,All Ages,Cystic echinococcosis,Number,2000,414400.707761,589298.033336,320879.702639
Incidence,Global,Both,All Ages,Lymphatic filariasis,Number,2000,5970479.63067,6489945.04475,5524138.21171
Incidence,Global,Both,All Ages,Onchocerciasis,Number,2000,2698196.09096,3585506.55328,2050691.13945
Incidence,Global,Both,All Ages,Dengue,Number,2000,34648305.4443,62497894.8636,5175869.54584
Incidence,Global,Both,All Ages,Yellow fever,Number,2000,173708.819935,454264.73813,50693.6083759
Incidence,Global,Both,All Ages,Rabies,Number,2000,38224.5780047,48786.2922587,23446.351327
Incidence,Global,Both,All Ages,Food-borne trematodiases,Number,2000,24074400.8309,30337232.5857,16729775.6202
Incidence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2000,442803518.734,484690142.3,404028182.128
Incidence,Global,Both,All Ages,Syphilis,Number,2000,33209952.6908,42080205.3306,26066286.5263
Incidence,Global,Both,All Ages,Chlamydial infection,Number,2000,65315234.8417,80416187.2447,52906021.1199
Incidence,Global,Both,All Ages,Gonococcal infection,Number,2000,139169691.907,172025812.471,110585937.915
Incidence,Global,Both,All Ages,Trichomoniasis,Number,2000,117080892.103,135743595.73,99515110.0783
Incidence,Global,Both,All Ages,Genital herpes,Number,2000,49350805.0716,57561084.1906,42823113.529
Incidence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2000,38676942.1192,45698319.0279,33016475.8706
Incidence,Global,Both,All Ages,Hepatitis,Number,2000,571066871.834,924667152.759,299007972.232
Incidence,Global,Both,All Ages,Acute hepatitis A,Number,2000,366472848.782,725314473.935,101153662.204
Incidence,Global,Both,All Ages,Hepatitis B,Number,2000,168107333.233,216184023.464,131381733.039
Incidence,Global,Both,All Ages,Hepatitis C,Number,2000,7045261.47836,7641742.59278,6503245.79957
Incidence,Global,Both,All Ages,Acute hepatitis E,Number,2000,29441428.3398,32566885.7106,26603964.2921
Incidence,Global,Both,All Ages,Leprosy,Number,2000,121283.807911,134017.511222,112547.430563
Incidence,Global,Both,All Ages,Syphilis,Number,2001,33417373.3542,41704887.5267,26965293.8225
Incidence,Global,Both,All Ages,Chlamydial infection,Number,2001,66007085.7509,79205701.9111,53533646.1716
Incidence,Global,Both,All Ages,Gonococcal infection,Number,2001,141894156.086,173704751.941,113685405.952
Incidence,Global,Both,All Ages,Trichomoniasis,Number,2001,119022831.2,138626505.725,103101630.738
Incidence,Global,Both,All Ages,Genital herpes,Number,2001,49935735.3787,57710308.9397,43289322.629
Incidence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2001,39023057.487,46349347.8392,32188696.5627
Incidence,Global,Both,All Ages,Hepatitis,Number,2001,557230513.83,935246654.669,294514218.474
Incidence,Global,Both,All Ages,Acute hepatitis A,Number,2001,354884223.341,721519039.159,90937257.4663
Incidence,Global,Both,All Ages,Hepatitis B,Number,2001,165899633.929,204940515.053,129305622.574
Incidence,Global,Both,All Ages,Hepatitis C,Number,2001,7022892.22776,7757716.17895,6471204.86443
Incidence,Global,Both,All Ages,Acute hepatitis E,Number,2001,29423764.3333,32411667.735,26826679.9651
Incidence,Global,Both,All Ages,Leprosy,Number,2001,102830.862337,112119.154297,95131.974822
Incidence,Global,Both,All Ages,African trypanosomiasis,Number,2001,45433.4465913,57842.6378206,36150.2747669
Incidence,Global,Both,All Ages,Schistosomiasis,Number,2001,75487165.0369,78386602.4895,72908152.1574
Incidence,Global,Both,All Ages,Cystic echinococcosis,Number,2001,349852.244264,427473.137602,290494.93867
Incidence,Global,Both,All Ages,Lymphatic filariasis,Number,2001,6055940.97808,6577675.38315,5614910.72582
Incidence,Global,Both,All Ages,Onchocerciasis,Number,2001,2570704.67427,3382102.45016,1903505.98195
Incidence,Global,Both,All Ages,Dengue,Number,2001,36685673.6124,63774245.4002,7111735.4194
Incidence,Global,Both,All Ages,Yellow fever,Number,2001,163709.763451,387797.6561,46376.3663489
Incidence,Global,Both,All Ages,Rabies,Number,2001,35113.9166537,48734.8115848,23150.6685869
Incidence,Global,Both,All Ages,Food-borne trematodiases,Number,2001,24520811.0424,30410011.9387,17110088.2799
Incidence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2001,449300239.256,487845839.83,411151663.199
Incidence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2002,11710540.7492,13209316.9408,10483789.0958
Incidence,Global,Both,All Ages,Tuberculosis,Number,2002,8984381.23176,10159297.3805,8074761.38101
Incidence,Global,Both,All Ages,HIV/AIDS,Number,2002,2726159.51745,3403225.39159,2181939.6638
Incidence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2002,2726159.51745,3403225.39159,2181939.6638
Incidence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2002,20620086808.3,22735502483.2,19161036574.1
Incidence,Global,Both,All Ages,Diarrheal diseases,Number,2002,4010458173.04,4242495712.91,3817323982.14
Incidence,Global,Both,All Ages,Intestinal infectious diseases,Number,2002,19987033.3243,23026014.4974,17574769.6087
Incidence,Global,Both,All Ages,Typhoid fever,Number,2002,15493322.1207,18080070.5985,13556308.1443
Incidence,Global,Both,All Ages,Paratyphoid fever,Number,2002,4493711.20352,5105244.91885,3912929.433
Incidence,Global,Both,All Ages,Lower respiratory infections,Number,2002,266251821.057,286864846.577,242485298.491
Incidence,Global,Both,All Ages,Upper respiratory infections,Number,2002,15723097695.2,17892275480.1,14218685948.0
Incidence,Global,Both,All Ages,African trypanosomiasis,Number,2002,40460.8653625,51858.091732,32526.078319
Incidence,Global,Both,All Ages,Schistosomiasis,Number,2002,77764485.0343,80782357.2625,75031820.6101
Incidence,Global,Both,All Ages,Cystic echinococcosis,Number,2002,337076.544555,410738.972512,279858.394703
Incidence,Global,Both,All Ages,Lymphatic filariasis,Number,2002,6210118.31417,6787163.97044,5717737.34936
Incidence,Global,Both,All Ages,Onchocerciasis,Number,2002,2580262.82487,3422204.48886,1894095.2899
Incidence,Global,Both,All Ages,Dengue,Number,2002,39576942.5195,67675280.714,9139001.59734
Incidence,Global,Both,All Ages,Yellow fever,Number,2002,156854.272709,371363.623915,44435.9317052
Incidence,Global,Both,All Ages,Ebola,Number,2002,243.551772918,304.725246931,182.727584874
Incidence,Global,Both,All Ages,Drug-susceptible tuberculosis,Number,2002,8665687.18694,9815560.61374,7775539.64129
Incidence,Global,Both,All Ages,Zika virus,Number,2002,0.0,0.0,0.0
Incidence,Global,Both,All Ages,Guinea worm disease,Number,2002,30960.919826,31633.2912439,30300.5665342
Incidence,Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,2002,313989.941637,351702.125196,282503.490037
Incidence,Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,2002,4704.10318771,5369.72226307,4140.96706881
Incidence,Global,Both,All Ages,Drug-susceptible HIV/AIDS - Tuberculosis,Number,2002,1459000.19038,2085061.16506,1037856.0514
Incidence,Global,Both,All Ages,Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance,Number,2002,39108.1088971,56486.1316722,25499.2653352
Incidence,Global,Both,All Ages,Extensively drug-resistant HIV/AIDS - Tuberculosis,Number,2002,284.933460092,448.992995514,179.539611911
Incidence,Global,Both,All Ages,Otitis media,Number,2002,410130367.034,536348961.206,334576361.584
Incidence,Global,Both,All Ages,Meningitis,Number,2002,2477028.99995,2868761.22035,2205400.66849
Incidence,Global,Both,All Ages,Pneumococcal meningitis,Number,2002,694007.18945,846914.222507,578606.176668
Incidence,Global,Both,All Ages,H influenzae type B meningitis,Number,2002,722891.526109,893290.211847,596587.529219
Incidence,Global,Both,All Ages,Meningococcal meningitis,Number,2002,447363.062391,544193.526812,359485.415229
Incidence,Global,Both,All Ages,Other meningitis,Number,2002,612767.221996,716235.457217,525485.301537
Incidence,Global,Both,All Ages,Encephalitis,Number,2002,5660015.91259,6163381.78191,5162875.89762
Incidence,Global,Both,All Ages,Diphtheria,Number,2002,14983.9975694,19128.2593997,12066.9710715
Incidence,Global,Both,All Ages,Whooping cough,Number,2002,16902462.8421,20971938.1862,13260608.8968
Incidence,Global,Both,All Ages,Tetanus,Number,2002,335871.18551,411961.615609,197918.323362
Incidence,Global,Both,All Ages,Measles,Number,2002,31740704.0979,67783716.5814,11543646.9195
Incidence,Global,Both,All Ages,Varicella and herpes zoster,Number,2002,133030651.673,137399061.445,129603641.89
Incidence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2002,387825583.881,442333741.685,340051032.236
Incidence,Global,Both,All Ages,Malaria,Number,2002,235017837.476,276873203.728,197005446.786
Incidence,Global,Both,All Ages,Chagas disease,Number,2002,196913.445085,233091.273492,166764.048209
Incidence,Global,Both,All Ages,Leishmaniasis,Number,2002,815078.69867,959069.590369,694274.351091
Incidence,Global,Both,All Ages,Visceral leishmaniasis,Number,2002,186959.736256,198090.905858,173609.375154
Incidence,Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2002,628118.962414,772120.29612,502368.115154
Incidence,Global,Both,All Ages,Rabies,Number,2002,32692.7012,45087.435319,21478.2013405
Incidence,Global,Both,All Ages,Food-borne trematodiases,Number,2002,24977461.5672,31041011.1947,17394391.0399
Incidence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2002,456317797.296,495482968.709,417507912.908
Incidence,Global,Both,All Ages,Syphilis,Number,2002,33753358.8827,42066583.4454,27247578.8672
Incidence,Global,Both,All Ages,Chlamydial infection,Number,2002,66765795.1729,80011844.8662,54234685.7229
Incidence,Global,Both,All Ages,Gonococcal infection,Number,2002,144850782.301,177360882.541,116062769.048
Incidence,Global,Both,All Ages,Trichomoniasis,Number,2002,121030638.427,140900417.54,104896205.774
Incidence,Global,Both,All Ages,Genital herpes,Number,2002,50540763.0581,58396416.3028,43793852.1655
Incidence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2002,39376459.4545,46749366.335,32521002.2007
Incidence,Global,Both,All Ages,Hepatitis,Number,2002,547853348.969,877632843.712,268858580.192
Incidence,Global,Both,All Ages,Acute hepatitis A,Number,2002,347728598.338,689489625.246,82949556.2159
Incidence,Global,Both,All Ages,Hepatitis B,Number,2002,163838120.285,204457266.993,125507639.405
Incidence,Global,Both,All Ages,Hepatitis C,Number,2002,6969514.26097,7699217.92401,6412733.00873
Incidence,Global,Both,All Ages,Acute hepatitis E,Number,2002,29317116.0853,32219840.6014,26759344.0233
Incidence,Global,Both,All Ages,Leprosy,Number,2002,88195.1462421,95056.0213689,82218.156123
Incidence,Global,Both,All Ages,Other infectious diseases,Number,2001,7279.60448475,10183.2064814,4941.482986
Incidence,Global,Both,All Ages,African trypanosomiasis,Number,2003,36344.8194518,46820.8051344,29348.7695671
Incidence,Global,Both,All Ages,Schistosomiasis,Number,2003,80180058.0286,83345440.2281,77279936.6577
Incidence,Global,Both,All Ages,Cystic echinococcosis,Number,2003,326159.44915,396095.107302,270658.207409
Incidence,Global,Both,All Ages,Lymphatic filariasis,Number,2003,6416510.41558,7063468.33985,5861301.9838
Incidence,Global,Both,All Ages,Onchocerciasis,Number,2003,2603486.38655,3477827.30784,1896816.36058
Incidence,Global,Both,All Ages,Dengue,Number,2003,43308208.7098,72795905.9091,11917480.3707
Incidence,Global,Both,All Ages,Yellow fever,Number,2003,150813.065701,356862.439073,42733.0779808
Incidence,Global,Both,All Ages,Rabies,Number,2003,30599.7061052,41901.774208,19817.6619166
Incidence,Global,Both,All Ages,Food-borne trematodiases,Number,2003,25502050.003,31762405.2289,17734106.5328
Incidence,Global,Both,All Ages,Other infectious diseases,Number,2005,7836.41905555,11054.5411327,5165.45348177
Incidence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2004,11437879.1561,12880241.3412,10262970.6174
Incidence,Global,Both,All Ages,Tuberculosis,Number,2004,8959609.3763,10140182.1854,8046032.06201
Incidence,Global,Both,All Ages,HIV/AIDS,Number,2004,2478269.7798,3081260.51096,2008906.43624
Incidence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2004,2478269.7798,3081260.51096,2008906.43624
Incidence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2004,20961276194.2,23110436130.9,19490761413.1
Incidence,Global,Both,All Ages,Diarrheal diseases,Number,2004,4071753288.31,4303494030.97,3877198667.53
Incidence,Global,Both,All Ages,Intestinal infectious diseases,Number,2004,19158924.5363,22070233.3693,16838347.0371
Incidence,Global,Both,All Ages,Typhoid fever,Number,2004,14800875.3382,17275555.6116,12931874.7365
Incidence,Global,Both,All Ages,Paratyphoid fever,Number,2004,4358049.19811,4950758.42174,3796434.5715
Incidence,Global,Both,All Ages,Lower respiratory infections,Number,2004,268964401.435,288653704.202,245659748.362
Incidence,Global,Both,All Ages,Upper respiratory infections,Number,2004,16001265504.5,18203432061.7,14483002070.1
Incidence,Global,Both,All Ages,Otitis media,Number,2004,413075451.986,539309909.229,337679969.619
Incidence,Global,Both,All Ages,Meningitis,Number,2004,2490142.61537,2880672.00222,2220371.1748
Incidence,Global,Both,All Ages,Pneumococcal meningitis,Number,2004,702451.417941,857234.353376,585784.810753
Incidence,Global,Both,All Ages,H influenzae type B meningitis,Number,2004,712387.226266,881197.938721,586950.459575
Incidence,Global,Both,All Ages,Meningococcal meningitis,Number,2004,453027.507632,550885.01172,363612.078568
Incidence,Global,Both,All Ages,Other meningitis,Number,2004,622276.463533,726598.470161,533399.964669
Incidence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2005,11382214.4383,12727262.6523,10279907.0356
Incidence,Global,Both,All Ages,Tuberculosis,Number,2005,8971608.8026,10191657.4058,7995013.78595
Incidence,Global,Both,All Ages,HIV/AIDS,Number,2005,2410605.63568,2988033.65617,1979591.49078
Incidence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2005,2410605.63568,2988033.65617,1979591.49078
Incidence,Global,Both,All Ages,African trypanosomiasis,Number,2004,32939.3457747,42545.1065833,26511.3256645
Incidence,Global,Both,All Ages,Schistosomiasis,Number,2004,82722502.6082,86074166.9444,79643253.8625
Incidence,Global,Both,All Ages,Cystic echinococcosis,Number,2004,316659.999166,385893.527847,262589.036775
Incidence,Global,Both,All Ages,Lymphatic filariasis,Number,2004,6669904.77067,7401214.12825,6040141.13767
Incidence,Global,Both,All Ages,Onchocerciasis,Number,2004,2634035.62637,3542328.5809,1905682.49138
Incidence,Global,Both,All Ages,Dengue,Number,2004,48079401.7354,79381762.8416,15765362.9565
Incidence,Global,Both,All Ages,Yellow fever,Number,2004,145423.601419,343927.696837,41222.8368715
Incidence,Global,Both,All Ages,Rabies,Number,2004,28761.6957682,39084.2677576,18354.1551455
Incidence,Global,Both,All Ages,Food-borne trematodiases,Number,2004,26003681.1559,32454811.8848,18052654.165
Incidence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2004,471603519.536,512217499.591,431401590.778
Incidence,Global,Both,All Ages,Syphilis,Number,2004,34770216.7654,43225454.116,28098136.5547
Incidence,Global,Both,All Ages,Chlamydial infection,Number,2004,68525573.3579,81918385.4086,55830366.4109
Incidence,Global,Both,All Ages,Gonococcal infection,Number,2004,151229646.905,185218130.796,121166446.402
Incidence,Global,Both,All Ages,Trichomoniasis,Number,2004,125216825.688,145644058.618,108647115.873
Incidence,Global,Both,All Ages,Genital herpes,Number,2004,51764706.4682,59786314.4374,44817063.9745
Incidence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2004,40096550.3523,47559853.1999,33198443.6843
Incidence,Global,Both,All Ages,Hepatitis,Number,2004,531231174.927,874004298.585,293633377.477
Incidence,Global,Both,All Ages,Acute hepatitis A,Number,2004,335051996.858,672466988.393,91924648.5449
Incidence,Global,Both,All Ages,Hepatitis B,Number,2004,160003343.041,199037363.221,127180324.273
Incidence,Global,Both,All Ages,Hepatitis C,Number,2004,6844296.71372,7559196.07015,6284900.04299
Incidence,Global,Both,All Ages,Acute hepatitis E,Number,2004,29331538.3144,32306557.6522,26712104.3148
Incidence,Global,Both,All Ages,Leprosy,Number,2004,67452.7735515,71247.0011804,63775.7610203
Incidence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2003,463856928.189,503709797.008,424350060.294
Incidence,Global,Both,All Ages,Syphilis,Number,2003,34212776.6155,42584743.3531,27631696.1835
Incidence,Global,Both,All Ages,Chlamydial infection,Number,2003,67611467.5112,80915318.1279,55011115.4037
Incidence,Global,Both,All Ages,Gonococcal infection,Number,2003,148015126.037,181252762.395,118609834.934
Incidence,Global,Both,All Ages,Trichomoniasis,Number,2003,123112620.305,143257284.804,106761420.949
Incidence,Global,Both,All Ages,Genital herpes,Number,2003,51163255.4227,59101755.362,44313462.4803
Incidence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2003,39741682.2976,47161661.0226,32864214.0358
Incidence,Global,Both,All Ages,Hepatitis,Number,2003,541588181.97,928460594.848,255272238.608
Incidence,Global,Both,All Ages,Acute hepatitis A,Number,2003,344139396.096,723065682.316,70367829.2978
Incidence,Global,Both,All Ages,Hepatitis B,Number,2003,161266457.114,202189505.372,123531006.998
Incidence,Global,Both,All Ages,Hepatitis C,Number,2003,6901326.00054,7622080.65223,6343856.24438
Incidence,Global,Both,All Ages,Acute hepatitis E,Number,2003,29281002.7593,32277555.2627,26637782.5489
Incidence,Global,Both,All Ages,Leprosy,Number,2003,76600.7249979,81710.0180504,71930.9676185
Incidence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2005,21140951095.6,23119794551.1,19378246543.0
Incidence,Global,Both,All Ages,Diarrheal diseases,Number,2005,4105278957.96,4332477255.75,3893398448.07
Incidence,Global,Both,All Ages,Intestinal infectious diseases,Number,2005,18757917.223,21568528.258,16426608.604
Incidence,Global,Both,All Ages,Typhoid fever,Number,2005,14465200.0812,16729663.9195,12486787.5022
Incidence,Global,Both,All Ages,Paratyphoid fever,Number,2005,4292717.14186,4867283.04083,3774491.98714
Incidence,Global,Both,All Ages,Lower respiratory infections,Number,2005,270840156.552,291617947.98,251322895.586
Incidence,Global,Both,All Ages,Upper respiratory infections,Number,2005,16144695501.7,18180679628.5,14408472683.2
Incidence,Global,Both,All Ages,Otitis media,Number,2005,414952167.865,514534861.283,335306841.895
Incidence,Global,Both,All Ages,Meningitis,Number,2005,2503723.41611,2900242.86218,2203293.52486
Incidence,Global,Both,All Ages,Pneumococcal meningitis,Number,2005,707561.518266,871571.529395,581613.054327
Incidence,Global,Both,All Ages,H influenzae type B meningitis,Number,2005,709359.611475,889836.535551,559882.854186
Incidence,Global,Both,All Ages,Meningococcal meningitis,Number,2005,456734.470033,571581.716615,362048.021583
Incidence,Global,Both,All Ages,Other meningitis,Number,2005,630067.81633,747669.203905,526565.336312
Incidence,Global,Both,All Ages,Encephalitis,Number,2005,5756357.70564,6376656.75509,5193675.1349
Incidence,Global,Both,All Ages,Diphtheria,Number,2005,11460.348104,15129.2591468,9035.39385847
Incidence,Global,Both,All Ages,Whooping cough,Number,2005,15494693.4627,19549277.6582,11978603.0452
Incidence,Global,Both,All Ages,Tetanus,Number,2005,251503.707683,313788.463306,145015.362657
Incidence,Global,Both,All Ages,Measles,Number,2005,26828144.8012,59056026.1339,9393577.7344
Incidence,Global,Both,All Ages,Varicella and herpes zoster,Number,2005,135580510.84,139547965.685,132049538.602
Incidence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2005,430366154.084,489568659.213,383628763.362
Incidence,Global,Both,All Ages,Malaria,Number,2005,252711323.777,299036541.0,217034971.825
Incidence,Global,Both,All Ages,Chagas disease,Number,2005,193191.779955,226941.452357,162760.244496
Incidence,Global,Both,All Ages,Leishmaniasis,Number,2005,997119.14667,1103703.83176,905709.536469
Incidence,Global,Both,All Ages,Visceral leishmaniasis,Number,2005,269904.188812,286658.249503,254614.922515
Incidence,Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2005,727214.957858,833316.597129,636098.096093
Incidence,Global,Both,All Ages,Rabies,Number,2005,27312.8188009,35199.6714139,16633.1842551
Incidence,Global,Both,All Ages,Food-borne trematodiases,Number,2005,26518012.0229,33526315.6718,18340717.7761
Incidence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2005,479838810.645,523139894.72,438641324.529
Incidence,Global,Both,All Ages,Syphilis,Number,2005,35466944.6914,45486095.4999,27772498.9011
Incidence,Global,Both,All Ages,Chlamydial infection,Number,2005,69551626.1192,85306912.8603,56544014.745
Incidence,Global,Both,All Ages,Gonococcal infection,Number,2005,154632714.931,187849068.136,125341678.803
Incidence,Global,Both,All Ages,Trichomoniasis,Number,2005,127379289.89,147452211.225,108466203.909
Incidence,Global,Both,All Ages,Genital herpes,Number,2005,52357762.8644,61330704.584,45302442.4744
Incidence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2005,40450472.149,47793907.8996,34542001.9616
Incidence,Global,Both,All Ages,Hepatitis,Number,2005,533093469.671,896317200.523,268916186.566
Incidence,Global,Both,All Ages,Acute hepatitis A,Number,2005,336038499.005,698347441.429,70893357.759
Incidence,Global,Both,All Ages,Hepatitis B,Number,2005,160507915.642,205183654.069,124388382.556
Incidence,Global,Both,All Ages,Hepatitis C,Number,2005,6815493.02879,7407666.4197,6254990.46765
Incidence,Global,Both,All Ages,Acute hepatitis E,Number,2005,29731561.9944,32880026.3169,26796547.3764
Incidence,Global,Both,All Ages,Leprosy,Number,2005,60332.8942319,63328.802168,57815.3280141
Incidence,Global,Both,All Ages,Other infectious diseases,Number,2003,7543.84493102,10510.4682538,5129.86678658
Incidence,Global,Both,All Ages,Encephalitis,Number,2004,5721833.71448,6221238.15367,5227163.74546
Incidence,Global,Both,All Ages,Diphtheria,Number,2004,12413.2374117,15945.7297902,9958.55440902
Incidence,Global,Both,All Ages,Whooping cough,Number,2004,15920921.7666,19749423.2703,12488200.9318
Incidence,Global,Both,All Ages,Tetanus,Number,2004,275019.896361,337548.078411,162497.174738
Incidence,Global,Both,All Ages,Measles,Number,2004,28027275.8571,59891642.1032,10149215.6082
Incidence,Global,Both,All Ages,Varicella and herpes zoster,Number,2004,134611016.27,138825722.136,131164560.315
Incidence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2004,413542699.458,470467887.204,363416623.868
Incidence,Global,Both,All Ages,Malaria,Number,2004,245723058.487,287723185.892,206942402.955
Incidence,Global,Both,All Ages,Chagas disease,Number,2004,194374.409842,229956.406131,165225.913631
Incidence,Global,Both,All Ages,Leishmaniasis,Number,2004,909820.291435,1025852.83036,811606.151145
Incidence,Global,Both,All Ages,Visceral leishmaniasis,Number,2004,235570.556228,248278.697293,220523.716395
Incidence,Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2004,674249.735207,792704.7716,575306.111818
Incidence,Global,Both,All Ages,Drug-susceptible tuberculosis,Number,2004,8639208.39391,9794583.45234,7752739.99556
Incidence,Global,Both,All Ages,Zika virus,Number,2004,0.0,0.0,0.0
Incidence,Global,Both,All Ages,Guinea worm disease,Number,2004,14634.471751,14911.2735266,14337.5538141
Incidence,Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,2004,314619.106882,352352.060846,284100.296971
Incidence,Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,2004,5781.8755116,6554.6243639,5100.93814942
Incidence,Global,Both,All Ages,Drug-susceptible HIV/AIDS - Tuberculosis,Number,2004,1602420.73936,2285724.06247,1140138.76985
Incidence,Global,Both,All Ages,Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance,Number,2004,45434.1656334,63489.2116129,30229.8433004
Incidence,Global,Both,All Ages,Extensively drug-resistant HIV/AIDS - Tuberculosis,Number,2004,399.174974612,625.23543059,254.383683274
